,frame_number,gender,emotion,year,movie_name
2001,57,man,sad,2015,kuch_kuch_locha_hai
2002,64,man,happy,2015,kuch_kuch_locha_hai
2004,23,man,happy,2015,kuch_kuch_locha_hai
2005,75,woman,happy,2015,kuch_kuch_locha_hai
2007,25,woman,happy,2015,kuch_kuch_locha_hai
2008,80,woman,happy,2015,kuch_kuch_locha_hai
2009,31,man,happy,2015,kuch_kuch_locha_hai
2010,14,woman,fear,2010,robot
2012,154,woman,happy,2010,robot
2014,63,man,happy,2010,robot
2015,143,woman,sad,2010,robot
2016,78,woman,happy,2010,robot
2021,76,woman,happy,2011,patiala_house
2024,176,man,happy,2011,patiala_house
2025,176,woman,happy,2011,patiala_house
2027,63,man,happy,2011,patiala_house
2029,138,woman,angry,2011,patiala_house
2030,89,woman,sad,2011,patiala_house
2033,129,man,sad,2011,patiala_house
2034,151,man,sad,2011,patiala_house
2035,144,man,happy,2011,patiala_house
2037,77,woman,angry,2011,patiala_house
2038,82,woman,surprise,2011,patiala_house
2039,141,woman,angry,2011,patiala_house
2040,141,man,sad,2011,patiala_house
2041,134,man,angry,2011,patiala_house
2042,81,woman,happy,2011,patiala_house
2043,119,woman,sad,2011,patiala_house
2047,97,man,sad,2011,patiala_house
2049,130,man,angry,2011,patiala_house
2051,139,man,angry,2011,patiala_house
2052,80,woman,surprise,2011,patiala_house
2054,111,woman,sad,2015,nh10
2055,94,man,sad,2015,nh10
2056,20,woman,sad,2015,nh10
2057,71,man,angry,2015,nh10
2058,19,woman,sad,2015,nh10
2059,140,woman,sad,2015,nh10
2060,86,man,angry,2015,nh10
2061,55,man,fear,2015,nh10
2062,68,man,fear,2015,nh10
2064,26,woman,sad,2015,nh10
2065,142,man,angry,2015,nh10
2066,89,man,fear,2015,nh10
2067,89,man,sad,2015,nh10
2068,56,man,sad,2015,nh10
2069,143,man,sad,2015,nh10
2070,74,woman,sad,2015,nh10
2071,102,man,sad,2015,nh10
2072,102,woman,sad,2015,nh10
2073,27,woman,sad,2015,nh10
2074,82,woman,sad,2015,nh10
2075,141,woman,surprise,2015,nh10
2077,81,man,sad,2015,nh10
2078,100,woman,happy,2015,nh10
2079,48,man,sad,2015,nh10
2080,101,woman,happy,2015,nh10
2081,78,man,sad,2015,nh10
2082,139,woman,sad,2015,nh10
2083,18,woman,happy,2015,nh10
2085,132,man,happy,2014,super_nani
2087,44,woman,fear,2014,super_nani
2088,88,man,sad,2014,super_nani
2089,147,woman,angry,2014,super_nani
2090,147,man,sad,2014,super_nani
2091,154,woman,fear,2014,super_nani
2092,20,woman,happy,2014,super_nani
2094,19,woman,happy,2014,super_nani
2095,76,woman,fear,2014,super_nani
2098,86,man,angry,2014,super_nani
2099,45,man,angry,2014,super_nani
2101,156,man,sad,2014,super_nani
2102,91,man,angry,2014,super_nani
2104,36,woman,sad,2014,super_nani
2107,162,woman,fear,2014,super_nani
2108,121,man,fear,2014,super_nani
2109,90,man,angry,2014,super_nani
2111,53,woman,fear,2014,super_nani
2112,49,woman,sad,2014,super_nani
2114,103,woman,happy,2014,super_nani
2115,54,woman,fear,2014,super_nani
2116,89,man,angry,2014,super_nani
2117,33,woman,sad,2014,super_nani
2118,74,woman,happy,2014,super_nani
2120,37,man,sad,2014,super_nani
2121,83,woman,happy,2014,super_nani
2122,161,man,fear,2014,super_nani
2123,66,woman,happy,2014,super_nani
2124,84,woman,surprise,2014,super_nani
2125,133,man,happy,2014,super_nani
2126,77,woman,happy,2014,super_nani
2128,87,man,sad,2014,super_nani
2129,82,woman,sad,2014,super_nani
2131,46,woman,sad,2014,super_nani
2133,17,woman,angry,2014,super_nani
2136,160,woman,fear,2014,super_nani
2137,81,woman,angry,2014,super_nani
2138,123,woman,happy,2014,super_nani
2141,127,woman,surprise,2014,super_nani
2142,157,man,fear,2014,super_nani
2144,48,man,angry,2014,super_nani
2145,126,woman,surprise,2014,super_nani
2147,159,man,fear,2014,super_nani
2148,99,woman,sad,2014,super_nani
2149,78,woman,angry,2014,super_nani
2150,117,woman,surprise,2014,super_nani
2152,43,man,angry,2014,super_nani
2153,73,woman,angry,2014,super_nani
2154,152,man,angry,2014,super_nani
2155,79,woman,fear,2014,super_nani
2159,80,woman,fear,2014,super_nani
2160,51,man,happy,2014,ungli
2161,51,man,sad,2014,ungli
2162,51,man,happy,2014,ungli
2165,71,man,disgust,2014,ungli
2166,71,man,happy,2014,ungli
2167,30,man,fear,2014,ungli
2168,45,man,angry,2014,ungli
2172,52,man,happy,2014,ungli
2173,52,woman,happy,2014,ungli
2175,49,man,sad,2014,ungli
2176,33,woman,sad,2014,ungli
2177,33,woman,angry,2014,ungli
2178,74,man,angry,2014,ungli
2179,29,man,angry,2014,ungli
2180,50,woman,happy,2014,ungli
2181,50,man,sad,2014,ungli
2182,113,woman,sad,2014,ungli
2184,78,man,angry,2014,ungli
2185,73,man,sad,2014,ungli
2187,72,man,angry,2014,ungli
2188,72,man,sad,2014,ungli
2189,75,man,angry,2014,ungli
2191,98,woman,sad,2011,saheb_biwi_aur_gangster
2192,62,man,angry,2011,saheb_biwi_aur_gangster
2193,60,man,sad,2011,saheb_biwi_aur_gangster
2194,61,woman,angry,2011,saheb_biwi_aur_gangster
2196,44,man,sad,2011,saheb_biwi_aur_gangster
2197,71,woman,sad,2011,saheb_biwi_aur_gangster
2198,30,woman,happy,2011,saheb_biwi_aur_gangster
2199,45,man,happy,2011,saheb_biwi_aur_gangster
2201,55,man,disgust,2011,saheb_biwi_aur_gangster
2203,38,woman,angry,2011,saheb_biwi_aur_gangster
2205,63,man,happy,2011,saheb_biwi_aur_gangster
2206,49,woman,sad,2011,saheb_biwi_aur_gangster
2207,42,man,sad,2011,saheb_biwi_aur_gangster
2208,42,woman,sad,2011,saheb_biwi_aur_gangster
2209,54,man,angry,2011,saheb_biwi_aur_gangster
2210,116,woman,sad,2011,saheb_biwi_aur_gangster
2211,56,man,angry,2011,saheb_biwi_aur_gangster
2212,74,man,angry,2011,saheb_biwi_aur_gangster
2213,92,man,angry,2011,saheb_biwi_aur_gangster
2215,46,man,sad,2011,saheb_biwi_aur_gangster
2216,39,woman,fear,2011,saheb_biwi_aur_gangster
2217,48,woman,sad,2011,saheb_biwi_aur_gangster
2218,99,woman,angry,2011,saheb_biwi_aur_gangster
2219,117,woman,sad,2011,saheb_biwi_aur_gangster
2221,43,man,sad,2011,saheb_biwi_aur_gangster
2222,43,woman,sad,2011,saheb_biwi_aur_gangster
2223,112,man,sad,2011,saheb_biwi_aur_gangster
2224,79,woman,sad,2011,saheb_biwi_aur_gangster
2225,23,man,sad,2011,saheb_biwi_aur_gangster
2226,75,man,sad,2011,saheb_biwi_aur_gangster
2227,80,woman,fear,2011,saheb_biwi_aur_gangster
2228,122,man,sad,2011,yeh_faasley
2229,98,man,angry,2011,yeh_faasley
2230,62,woman,happy,2011,yeh_faasley
2231,60,man,sad,2011,yeh_faasley
2232,61,man,sad,2011,yeh_faasley
2233,44,woman,angry,2011,yeh_faasley
2234,88,woman,happy,2011,yeh_faasley
2235,154,man,angry,2011,yeh_faasley
2236,71,woman,angry,2011,yeh_faasley
2237,15,man,sad,2011,yeh_faasley
2238,15,man,angry,2011,yeh_faasley
2239,15,woman,happy,2011,yeh_faasley
2240,19,man,happy,2011,yeh_faasley
2241,120,woman,sad,2011,yeh_faasley
2242,86,man,sad,2011,yeh_faasley
2244,156,man,angry,2011,yeh_faasley
2245,150,man,happy,2011,yeh_faasley
2246,121,man,sad,2011,yeh_faasley
2247,90,woman,happy,2011,yeh_faasley
2248,67,man,sad,2011,yeh_faasley
2249,103,man,sad,2011,yeh_faasley
2250,138,man,sad,2011,yeh_faasley
2251,89,woman,happy,2011,yeh_faasley
2253,151,man,angry,2011,yeh_faasley
2254,144,woman,angry,2011,yeh_faasley
2255,153,woman,happy,2011,yeh_faasley
2256,113,man,sad,2011,yeh_faasley
2257,100,man,happy,2011,yeh_faasley
2258,32,woman,happy,2011,yeh_faasley
2259,157,man,sad,2011,yeh_faasley
2260,99,man,happy,2011,yeh_faasley
2261,78,man,sad,2011,yeh_faasley
2262,78,woman,sad,2011,yeh_faasley
2263,43,woman,sad,2011,yeh_faasley
2264,21,man,happy,2011,yeh_faasley
2265,114,man,happy,2011,yeh_faasley
2266,22,man,happy,2011,yeh_faasley
2267,152,man,happy,2011,yeh_faasley
2268,112,man,sad,2011,yeh_faasley
2269,79,woman,fear,2011,yeh_faasley
2270,23,man,happy,2011,yeh_faasley
2271,139,man,sad,2011,yeh_faasley
2272,18,man,happy,2011,yeh_faasley
2273,80,man,angry,2011,yeh_faasley
2274,14,woman,sad,2009,straight
2276,85,woman,fear,2009,straight
2277,28,man,happy,2009,straight
2279,98,woman,angry,2009,straight
2281,44,woman,angry,2009,straight
2282,44,woman,angry,2009,straight
2284,96,man,angry,2009,straight
2287,71,man,happy,2009,straight
2288,15,man,angry,2009,straight
2289,15,man,sad,2009,straight
2292,104,woman,angry,2009,straight
2293,106,man,angry,2009,straight
2294,52,man,angry,2009,straight
2297,8,man,fear,2009,straight
2299,69,man,angry,2009,straight
2305,109,man,sad,2009,straight
2306,102,woman,sad,2009,straight
2307,29,man,happy,2009,straight
2309,83,man,sad,2009,straight
2311,84,man,happy,2009,straight
2312,84,woman,happy,2009,straight
2313,13,woman,sad,2009,straight
2316,17,man,happy,2009,straight
2321,113,man,happy,2009,straight
2323,9,man,happy,2009,straight
2324,47,woman,happy,2009,straight
2325,48,man,sad,2009,straight
2326,115,man,happy,2009,straight
2327,101,woman,happy,2009,straight
2331,114,woman,happy,2009,straight
2332,72,man,happy,2009,straight
2333,72,woman,happy,2009,straight
2334,18,woman,happy,2009,straight
2335,98,woman,happy,2016,teraa_surroor
2336,118,woman,happy,2016,teraa_surroor
2340,3,man,happy,2016,teraa_surroor
2343,120,man,angry,2016,teraa_surroor
2344,120,man,fear,2016,teraa_surroor
2345,182,man,sad,2016,teraa_surroor
2346,86,woman,sad,2016,teraa_surroor
2348,158,man,angry,2016,teraa_surroor
2350,104,man,angry,2016,teraa_surroor
2352,121,man,fear,2016,teraa_surroor
2353,69,man,sad,2016,teraa_surroor
2354,54,man,sad,2016,teraa_surroor
2355,116,man,angry,2016,teraa_surroor
2356,178,man,angry,2016,teraa_surroor
2358,109,woman,sad,2016,teraa_surroor
2359,74,woman,sad,2016,teraa_surroor
2361,77,man,angry,2016,teraa_surroor
2363,10,man,angry,2016,teraa_surroor
2364,166,man,sad,2016,teraa_surroor
2366,9,man,angry,2016,teraa_surroor
2368,78,man,sad,2016,teraa_surroor
2369,21,man,disgust,2016,teraa_surroor
2370,73,woman,sad,2016,teraa_surroor
2371,152,man,sad,2016,teraa_surroor
2372,75,man,fear,2016,teraa_surroor
2373,85,woman,sad,2011,no_one_killed_jessica
2374,60,man,happy,2011,no_one_killed_jessica
2376,61,man,happy,2011,no_one_killed_jessica
2378,131,woman,sad,2011,no_one_killed_jessica
2379,88,woman,sad,2011,no_one_killed_jessica
2380,147,man,happy,2011,no_one_killed_jessica
2381,128,man,angry,2011,no_one_killed_jessica
2382,30,man,angry,2011,no_one_killed_jessica
2383,30,man,sad,2011,no_one_killed_jessica
2384,149,woman,happy,2011,no_one_killed_jessica
2385,86,woman,sad,2011,no_one_killed_jessica
2386,45,woman,sad,2011,no_one_killed_jessica
2387,155,man,happy,2011,no_one_killed_jessica
2388,156,woman,surprise,2011,no_one_killed_jessica
2389,35,man,sad,2011,no_one_killed_jessica
2392,145,woman,sad,2011,no_one_killed_jessica
2393,42,woman,sad,2011,no_one_killed_jessica
2394,40,man,angry,2011,no_one_killed_jessica
2397,33,man,angry,2011,no_one_killed_jessica
2398,33,man,sad,2011,no_one_killed_jessica
2400,29,man,angry,2011,no_one_killed_jessica
2401,129,man,sad,2011,no_one_killed_jessica
2402,151,woman,fear,2011,no_one_killed_jessica
2403,83,man,angry,2011,no_one_killed_jessica
2404,84,man,angry,2011,no_one_killed_jessica
2405,77,woman,surprise,2011,no_one_killed_jessica
2407,87,man,sad,2011,no_one_killed_jessica
2408,82,man,angry,2011,no_one_killed_jessica
2409,46,man,sad,2011,no_one_killed_jessica
2411,81,man,angry,2011,no_one_killed_jessica
2413,148,woman,happy,2011,no_one_killed_jessica
2415,32,man,sad,2011,no_one_killed_jessica
2416,127,woman,surprise,2011,no_one_killed_jessica
2418,47,man,sad,2011,no_one_killed_jessica
2420,78,man,angry,2011,no_one_killed_jessica
2421,78,woman,surprise,2011,no_one_killed_jessica
2422,117,woman,sad,2011,no_one_killed_jessica
2424,34,man,sad,2011,no_one_killed_jessica
2425,105,woman,angry,2011,no_one_killed_jessica
2428,130,woman,sad,2011,no_one_killed_jessica
2429,79,man,angry,2011,no_one_killed_jessica
2430,80,man,angry,2011,no_one_killed_jessica
2432,31,man,sad,2011,no_one_killed_jessica
2433,122,woman,angry,2015,hunterrr
2435,60,man,happy,2015,hunterrr
2436,58,woman,happy,2015,hunterrr
2439,30,woman,sad,2015,hunterrr
2442,86,woman,angry,2015,hunterrr
2443,59,man,sad,2015,hunterrr
2444,107,woman,sad,2015,hunterrr
2445,104,man,angry,2015,hunterrr
2446,68,man,happy,2015,hunterrr
2447,121,woman,sad,2015,hunterrr
2448,70,man,fear,2015,hunterrr
2450,63,woman,sad,2015,hunterrr
2452,42,man,happy,2015,hunterrr
2453,40,man,happy,2015,hunterrr
2454,33,woman,happy,2015,hunterrr
2456,66,man,angry,2015,hunterrr
2459,77,woman,sad,2015,hunterrr
2460,87,woman,angry,2015,hunterrr
2461,141,man,angry,2015,hunterrr
2462,46,man,happy,2015,hunterrr
2465,41,man,happy,2015,hunterrr
2467,81,woman,surprise,2015,hunterrr
2469,127,man,fear,2015,hunterrr
2470,78,woman,sad,2015,hunterrr
2472,124,man,fear,2015,hunterrr
2474,23,man,fear,2015,hunterrr
2475,139,man,sad,2015,hunterrr
2476,139,man,fear,2015,hunterrr
2477,18,man,sad,2015,hunterrr
2478,80,man,happy,2015,hunterrr
2479,111,man,happy,2013,the_lunchbox
2480,111,woman,sad,2013,the_lunchbox
2481,15,man,angry,2013,the_lunchbox
2482,107,man,sad,2013,the_lunchbox
2483,107,woman,sad,2013,the_lunchbox
2484,106,man,sad,2013,the_lunchbox
2485,106,man,surprise,2013,the_lunchbox
2486,38,woman,fear,2013,the_lunchbox
2487,40,man,fear,2013,the_lunchbox
2488,92,man,sad,2013,the_lunchbox
2489,37,woman,sad,2013,the_lunchbox
2490,82,man,sad,2013,the_lunchbox
2491,46,man,sad,2013,the_lunchbox
2492,100,man,sad,2013,the_lunchbox
2497,112,man,happy,2013,the_lunchbox
2498,112,man,happy,2013,the_lunchbox
2500,80,man,sad,2013,the_lunchbox
2501,93,woman,angry,2014,zed_plus
2502,14,man,sad,2014,zed_plus
2504,60,man,sad,2014,zed_plus
2506,58,woman,angry,2014,zed_plus
2508,147,man,sad,2014,zed_plus
2509,15,man,angry,2014,zed_plus
2510,108,man,angry,2014,zed_plus
2511,45,man,sad,2014,zed_plus
2513,107,man,sad,2014,zed_plus
2514,107,man,sad,2014,zed_plus
2515,52,man,sad,2014,zed_plus
2518,49,man,fear,2014,zed_plus
2519,103,woman,sad,2014,zed_plus
2521,56,man,sad,2014,zed_plus
2522,109,man,angry,2014,zed_plus
2523,102,man,happy,2014,zed_plus
2524,110,man,angry,2014,zed_plus
2525,129,woman,sad,2014,zed_plus
2526,83,man,sad,2014,zed_plus
2528,84,man,sad,2014,zed_plus
2529,13,man,sad,2014,zed_plus
2530,141,man,sad,2014,zed_plus
2533,24,man,happy,2014,zed_plus
2534,16,man,angry,2014,zed_plus
2535,65,man,angry,2014,zed_plus
2536,10,man,sad,2014,zed_plus
2537,81,man,sad,2014,zed_plus
2538,148,man,sad,2014,zed_plus
2539,48,man,fear,2014,zed_plus
2540,95,woman,sad,2014,zed_plus
2541,105,woman,sad,2014,zed_plus
2544,64,man,angry,2014,zed_plus
2545,130,man,sad,2014,zed_plus
2548,80,man,angry,2014,zed_plus
2549,93,man,angry,2014,rang_rasiya
2550,14,man,angry,2014,rang_rasiya
2551,51,woman,fear,2014,rang_rasiya
2552,98,woman,sad,2014,rang_rasiya
2554,94,man,happy,2014,rang_rasiya
2556,128,woman,angry,2014,rang_rasiya
2557,71,woman,sad,2014,rang_rasiya
2558,15,man,angry,2014,rang_rasiya
2559,86,man,angry,2014,rang_rasiya
2561,69,woman,angry,2014,rang_rasiya
2562,103,man,happy,2014,rang_rasiya
2565,29,woman,happy,2014,rang_rasiya
2569,77,man,sad,2014,rang_rasiya
2570,87,man,angry,2014,rang_rasiya
2573,16,woman,angry,2014,rang_rasiya
2574,17,man,angry,2014,rang_rasiya
2578,137,woman,sad,2014,rang_rasiya
2579,95,man,happy,2014,rang_rasiya
2581,78,man,sad,2014,rang_rasiya
2584,14,woman,happy,2011,zokkomon
2585,51,man,sad,2011,zokkomon
2587,118,woman,happy,2011,zokkomon
2589,140,man,angry,2011,zokkomon
2590,55,man,angry,2011,zokkomon
2591,59,man,happy,2011,zokkomon
2594,142,man,angry,2011,zokkomon
2595,49,man,happy,2011,zokkomon
2596,42,man,happy,2011,zokkomon
2597,103,woman,sad,2011,zokkomon
2598,103,man,happy,2011,zokkomon
2600,143,man,angry,2011,zokkomon
2602,141,man,angry,2011,zokkomon
2604,50,man,happy,2011,zokkomon
2605,39,man,happy,2011,zokkomon
2606,32,woman,sad,2011,zokkomon
2607,48,man,angry,2011,zokkomon
2608,117,man,surprise,2011,zokkomon
2609,34,man,sad,2011,zokkomon
2610,34,woman,sad,2011,zokkomon
2611,43,man,happy,2011,zokkomon
2612,57,man,angry,2011,zokkomon
2613,31,woman,sad,2011,zokkomon
2614,93,woman,fear,2010,"shahrukh_bola_""khoobsurat_hai_tu"""
2616,60,man,happy,2010,"shahrukh_bola_""khoobsurat_hai_tu"""
2617,94,woman,fear,2010,"shahrukh_bola_""khoobsurat_hai_tu"""
2618,58,woman,happy,2010,"shahrukh_bola_""khoobsurat_hai_tu"""
2619,61,woman,sad,2010,"shahrukh_bola_""khoobsurat_hai_tu"""
2621,76,man,fear,2010,"shahrukh_bola_""khoobsurat_hai_tu"""
2622,45,woman,fear,2010,"shahrukh_bola_""khoobsurat_hai_tu"""
2623,59,woman,happy,2010,"shahrukh_bola_""khoobsurat_hai_tu"""
2625,103,woman,happy,2010,"shahrukh_bola_""khoobsurat_hai_tu"""
2626,74,man,fear,2010,"shahrukh_bola_""khoobsurat_hai_tu"""
2627,92,woman,fear,2010,"shahrukh_bola_""khoobsurat_hai_tu"""
2628,102,woman,happy,2010,"shahrukh_bola_""khoobsurat_hai_tu"""
2629,77,man,fear,2010,"shahrukh_bola_""khoobsurat_hai_tu"""
2631,16,woman,sad,2010,"shahrukh_bola_""khoobsurat_hai_tu"""
2632,17,man,sad,2010,"shahrukh_bola_""khoobsurat_hai_tu"""
2633,81,woman,sad,2010,"shahrukh_bola_""khoobsurat_hai_tu"""
2635,39,man,sad,2010,"shahrukh_bola_""khoobsurat_hai_tu"""
2636,48,woman,sad,2010,"shahrukh_bola_""khoobsurat_hai_tu"""
2637,43,man,happy,2010,"shahrukh_bola_""khoobsurat_hai_tu"""
2638,57,woman,happy,2010,"shahrukh_bola_""khoobsurat_hai_tu"""
2639,64,woman,happy,2010,"shahrukh_bola_""khoobsurat_hai_tu"""
2643,58,man,angry,2011,shakal_pe_mat_ja
2645,96,man,sad,2011,shakal_pe_mat_ja
2652,36,woman,happy,2011,shakal_pe_mat_ja
2653,26,man,surprise,2011,shakal_pe_mat_ja
2654,63,man,sad,2011,shakal_pe_mat_ja
2655,49,woman,happy,2011,shakal_pe_mat_ja
2656,49,woman,happy,2011,shakal_pe_mat_ja
2657,69,woman,sad,2011,shakal_pe_mat_ja
2658,67,man,sad,2011,shakal_pe_mat_ja
2659,54,woman,sad,2011,shakal_pe_mat_ja
2661,54,woman,fear,2011,shakal_pe_mat_ja
2663,66,woman,sad,2011,shakal_pe_mat_ja
2665,82,man,happy,2011,shakal_pe_mat_ja
2666,82,woman,surprise,2011,shakal_pe_mat_ja
2669,46,man,angry,2011,shakal_pe_mat_ja
2672,81,man,happy,2011,shakal_pe_mat_ja
2673,81,man,angry,2011,shakal_pe_mat_ja
2676,78,man,sad,2011,shakal_pe_mat_ja
2678,97,man,sad,2011,shakal_pe_mat_ja
2681,64,man,surprise,2011,shakal_pe_mat_ja
2682,64,man,sad,2011,shakal_pe_mat_ja
2683,72,woman,happy,2011,shakal_pe_mat_ja
2685,75,woman,sad,2011,shakal_pe_mat_ja
2686,25,man,surprise,2011,shakal_pe_mat_ja
2687,80,man,sad,2011,shakal_pe_mat_ja
2688,80,man,angry,2011,shakal_pe_mat_ja
2689,31,man,happy,2011,shakal_pe_mat_ja
2690,31,man,happy,2011,shakal_pe_mat_ja
2691,93,man,surprise,2009,99
2692,122,man,angry,2009,99
2693,14,man,sad,2009,99
2696,28,man,sad,2009,99
2697,98,woman,sad,2009,99
2698,132,man,angry,2009,99
2700,44,man,sad,2009,99
2701,96,man,angry,2009,99
2702,88,woman,sad,2009,99
2703,128,man,angry,2009,99
2707,45,man,sad,2009,99
2708,35,man,angry,2009,99
2709,36,man,sad,2009,99
2710,59,man,happy,2009,99
2711,104,man,angry,2009,99
2712,121,man,sad,2009,99
2713,90,man,angry,2009,99
2714,26,man,sad,2009,99
2719,42,woman,sad,2009,99
2721,40,man,angry,2009,99
2722,89,man,sad,2009,99
2724,92,man,angry,2009,99
2729,13,man,angry,2009,99
2732,77,man,sad,2009,99
2733,82,man,happy,2009,99
2734,24,man,angry,2009,99
2736,46,man,angry,2009,99
2738,41,man,angry,2009,99
2740,81,man,happy,2009,99
2741,50,man,fear,2009,99
2742,113,man,angry,2009,99
2745,100,man,sad,2009,99
2746,39,man,angry,2009,99
2747,127,man,angry,2009,99
2750,115,woman,angry,2009,99
2751,95,man,sad,2009,99
2752,99,man,sad,2009,99
2753,78,man,angry,2009,99
2754,105,man,angry,2009,99
2756,21,man,happy,2009,99
2757,57,man,happy,2009,99
2758,124,woman,sad,2009,99
2759,124,man,angry,2009,99
2760,64,man,happy,2009,99
2761,64,man,happy,2009,99
2762,112,woman,angry,2009,99
2763,72,man,sad,2009,99
2764,79,man,angry,2009,99
2766,23,woman,angry,2009,99
2768,25,man,sad,2009,99
2769,80,man,angry,2009,99
2770,51,man,sad,2010,bhindi_baazaar_inc
2771,118,woman,sad,2010,bhindi_baazaar_inc
2772,61,woman,fear,2010,bhindi_baazaar_inc
2773,88,man,sad,2010,bhindi_baazaar_inc
2774,128,man,angry,2010,bhindi_baazaar_inc
2775,128,man,sad,2010,bhindi_baazaar_inc
2776,71,man,angry,2010,bhindi_baazaar_inc
2777,76,man,sad,2010,bhindi_baazaar_inc
2778,140,man,happy,2010,bhindi_baazaar_inc
2779,91,man,happy,2010,bhindi_baazaar_inc
2780,150,man,fear,2010,bhindi_baazaar_inc
2781,68,woman,happy,2010,bhindi_baazaar_inc
2782,70,woman,happy,2010,bhindi_baazaar_inc
2783,90,man,angry,2010,bhindi_baazaar_inc
2784,69,man,happy,2010,bhindi_baazaar_inc
2785,67,man,sad,2010,bhindi_baazaar_inc
2787,40,woman,sad,2010,bhindi_baazaar_inc
2788,56,man,sad,2010,bhindi_baazaar_inc
2789,74,man,sad,2010,bhindi_baazaar_inc
2790,92,man,happy,2010,bhindi_baazaar_inc
2791,66,woman,happy,2010,bhindi_baazaar_inc
2792,141,woman,fear,2010,bhindi_baazaar_inc
2794,65,man,sad,2010,bhindi_baazaar_inc
2795,41,man,angry,2010,bhindi_baazaar_inc
2796,117,woman,sad,2010,bhindi_baazaar_inc
2797,97,woman,sad,2010,bhindi_baazaar_inc
2798,114,woman,sad,2010,bhindi_baazaar_inc
2799,73,man,angry,2010,bhindi_baazaar_inc
2800,64,woman,sad,2010,bhindi_baazaar_inc
2801,64,man,sad,2010,bhindi_baazaar_inc
2802,72,man,sad,2010,bhindi_baazaar_inc
2803,75,man,sad,2010,bhindi_baazaar_inc
2805,85,woman,sad,2016,fan
2806,51,woman,fear,2016,fan
2807,51,man,happy,2016,fan
2808,51,man,happy,2016,fan
2809,51,man,fear,2016,fan
2811,44,man,happy,2016,fan
2812,163,woman,fear,2016,fan
2814,55,man,angry,2016,fan
2817,162,woman,angry,2016,fan
2820,12,man,sad,2016,fan
2821,49,woman,happy,2016,fan
2822,49,man,fear,2016,fan
2826,109,man,angry,2016,fan
2827,129,man,angry,2016,fan
2828,164,woman,fear,2016,fan
2829,161,woman,fear,2016,fan
2830,27,man,happy,2016,fan
2832,46,man,surprise,2016,fan
2833,160,woman,angry,2016,fan
2835,50,man,happy,2016,fan
2836,50,man,angry,2016,fan
2837,47,man,happy,2016,fan
2839,47,man,surprise,2016,fan
2840,137,woman,angry,2016,fan
2841,48,man,fear,2016,fan
2842,48,man,happy,2016,fan
2843,159,man,angry,2016,fan
2844,97,man,surprise,2016,fan
2845,34,woman,happy,2016,fan
2846,98,man,happy,2009,all_the_best:_fun_begins
2847,45,man,surprise,2009,all_the_best:_fun_begins
2853,24,man,happy,2009,all_the_best:_fun_begins
2854,78,man,sad,2009,all_the_best:_fun_begins
2855,23,man,happy,2009,all_the_best:_fun_begins
2859,14,man,surprise,2017,jagga_jasoos
2860,51,woman,angry,2017,jagga_jasoos
2861,11,man,surprise,2017,jagga_jasoos
2862,147,man,happy,2017,jagga_jasoos
2864,20,man,surprise,2017,jagga_jasoos
2865,20,man,fear,2017,jagga_jasoos
2869,15,man,surprise,2017,jagga_jasoos
2870,15,man,surprise,2017,jagga_jasoos
2871,15,man,happy,2017,jagga_jasoos
2872,15,man,surprise,2017,jagga_jasoos
2873,19,man,surprise,2017,jagga_jasoos
2874,19,man,surprise,2017,jagga_jasoos
2875,19,man,surprise,2017,jagga_jasoos
2876,19,man,surprise,2017,jagga_jasoos
2878,149,man,sad,2017,jagga_jasoos
2880,150,man,sad,2017,jagga_jasoos
2881,12,man,fear,2017,jagga_jasoos
2884,69,woman,fear,2017,jagga_jasoos
2885,69,man,happy,2017,jagga_jasoos
2888,56,woman,fear,2017,jagga_jasoos
2889,151,man,sad,2017,jagga_jasoos
2890,144,man,sad,2017,jagga_jasoos
2892,13,man,surprise,2017,jagga_jasoos
2893,13,man,surprise,2017,jagga_jasoos
2894,7,man,happy,2017,jagga_jasoos
2895,146,man,fear,2017,jagga_jasoos
2896,141,man,fear,2017,jagga_jasoos
2902,16,man,happy,2017,jagga_jasoos
2904,17,man,surprise,2017,jagga_jasoos
2905,17,man,surprise,2017,jagga_jasoos
2906,17,man,surprise,2017,jagga_jasoos
2907,10,man,surprise,2017,jagga_jasoos
2909,50,man,surprise,2017,jagga_jasoos
2910,9,woman,surprise,2017,jagga_jasoos
2914,126,man,angry,2017,jagga_jasoos
2916,21,woman,sad,2017,jagga_jasoos
2917,21,man,surprise,2017,jagga_jasoos
2919,114,man,happy,2017,jagga_jasoos
2921,22,man,surprise,2017,jagga_jasoos
2923,152,man,sad,2017,jagga_jasoos
2925,57,man,fear,2017,jagga_jasoos
2929,18,man,surprise,2017,jagga_jasoos
2930,18,man,surprise,2017,jagga_jasoos
2932,18,man,surprise,2017,jagga_jasoos
2933,25,man,surprise,2017,jagga_jasoos
2934,88,man,fear,2009,luck
2935,128,man,angry,2009,luck
2937,103,man,angry,2009,luck
2939,110,man,angry,2009,luck
2941,133,man,sad,2009,luck
2942,57,man,sad,2009,luck
2943,64,man,fear,2009,luck
2945,14,man,sad,2014,hawaa_hawaai
2950,88,woman,angry,2014,hawaa_hawaai
2951,30,woman,sad,2014,hawaa_hawaai
2952,15,man,happy,2014,hawaa_hawaai
2953,15,man,angry,2014,hawaa_hawaai
2955,19,man,happy,2014,hawaa_hawaai
