,frame_number,gender,emotion,year,movie_name
16481,145,woman,angry,2017,secret_superstar
16482,63,woman,fear,2017,secret_superstar
16483,49,woman,happy,2017,secret_superstar
16484,69,woman,surprise,2017,secret_superstar
16485,67,man,sad,2017,secret_superstar
16486,54,woman,sad,2017,secret_superstar
16487,40,woman,angry,2017,secret_superstar
16488,56,woman,sad,2017,secret_superstar
16490,143,man,angry,2017,secret_superstar
16491,74,woman,happy,2017,secret_superstar
16492,92,man,sad,2017,secret_superstar
16493,129,woman,surprise,2017,secret_superstar
16494,151,man,angry,2017,secret_superstar
16495,66,man,disgust,2017,secret_superstar
16496,144,woman,happy,2017,secret_superstar
16497,27,man,angry,2017,secret_superstar
16498,146,man,sad,2017,secret_superstar
16499,87,man,angry,2017,secret_superstar
16500,24,man,angry,2017,secret_superstar
16501,65,man,sad,2017,secret_superstar
16502,50,woman,sad,2017,secret_superstar
16503,123,woman,sad,2017,secret_superstar
16504,148,man,happy,2017,secret_superstar
16505,32,woman,happy,2017,secret_superstar
16508,95,man,sad,2017,secret_superstar
16509,43,man,sad,2017,secret_superstar
16510,21,man,angry,2017,secret_superstar
16511,22,man,angry,2017,secret_superstar
16512,57,woman,angry,2017,secret_superstar
16513,124,man,fear,2017,secret_superstar
16518,91,woman,sad,2009,acid_factory
16519,158,man,angry,2009,acid_factory
16520,70,woman,sad,2009,acid_factory
16521,13,man,sad,2009,acid_factory
16522,27,woman,sad,2009,acid_factory
16523,160,man,angry,2009,acid_factory
16524,159,man,angry,2009,acid_factory
16525,99,man,sad,2009,acid_factory
16526,105,man,angry,2009,acid_factory
16527,79,man,sad,2009,acid_factory
16528,60,man,sad,2008,halla_bol
16529,59,woman,fear,2008,halla_bol
16530,33,man,happy,2008,halla_bol
16532,72,man,sad,2008,halla_bol
16533,31,man,sad,2008,halla_bol
16534,14,man,happy,2015,guddu_ki_gun
16535,28,woman,happy,2015,guddu_ki_gun
16536,51,man,sad,2015,guddu_ki_gun
16537,118,man,surprise,2015,guddu_ki_gun
16538,44,woman,surprise,2015,guddu_ki_gun
16539,11,woman,surprise,2015,guddu_ki_gun
16540,96,man,happy,2015,guddu_ki_gun
16541,88,man,happy,2015,guddu_ki_gun
16542,88,woman,happy,2015,guddu_ki_gun
16544,154,man,angry,2015,guddu_ki_gun
16545,20,woman,happy,2015,guddu_ki_gun
16546,170,man,happy,2015,guddu_ki_gun
16548,71,woman,angry,2015,guddu_ki_gun
16549,15,woman,happy,2015,guddu_ki_gun
16550,19,man,happy,2015,guddu_ki_gun
16551,120,man,angry,2015,guddu_ki_gun
16552,163,man,sad,2015,guddu_ki_gun
16554,108,man,surprise,2015,guddu_ki_gun
16555,155,man,sad,2015,guddu_ki_gun
16556,156,woman,happy,2015,guddu_ki_gun
16557,158,woman,sad,2015,guddu_ki_gun
16558,107,man,surprise,2015,guddu_ki_gun
16559,168,man,angry,2015,guddu_ki_gun
16560,106,man,happy,2015,guddu_ki_gun
16561,52,man,angry,2015,guddu_ki_gun
16563,68,man,angry,2015,guddu_ki_gun
16564,121,man,surprise,2015,guddu_ki_gun
16566,53,woman,angry,2015,guddu_ki_gun
16567,145,woman,sad,2015,guddu_ki_gun
16568,145,man,fear,2015,guddu_ki_gun
16569,8,man,surprise,2015,guddu_ki_gun
16570,49,woman,surprise,2015,guddu_ki_gun
16571,165,woman,angry,2015,guddu_ki_gun
16573,54,man,disgust,2015,guddu_ki_gun
16574,40,man,angry,2015,guddu_ki_gun
16575,116,man,surprise,2015,guddu_ki_gun
16576,33,woman,fear,2015,guddu_ki_gun
16577,109,woman,surprise,2015,guddu_ki_gun
16579,129,man,happy,2015,guddu_ki_gun
16580,164,man,sad,2015,guddu_ki_gun
16581,83,woman,fear,2015,guddu_ki_gun
16582,84,man,angry,2015,guddu_ki_gun
16583,13,man,happy,2015,guddu_ki_gun
16584,7,woman,happy,2015,guddu_ki_gun
16585,133,woman,sad,2015,guddu_ki_gun
16586,27,man,happy,2015,guddu_ki_gun
16587,87,man,surprise,2015,guddu_ki_gun
16588,82,woman,angry,2015,guddu_ki_gun
16589,24,man,happy,2015,guddu_ki_gun
16590,10,man,happy,2015,guddu_ki_gun
16591,166,woman,angry,2015,guddu_ki_gun
16592,153,man,happy,2015,guddu_ki_gun
16593,81,woman,surprise,2015,guddu_ki_gun
16594,169,man,angry,2015,guddu_ki_gun
16595,119,man,fear,2015,guddu_ki_gun
16596,50,woman,angry,2015,guddu_ki_gun
16597,113,woman,fear,2015,guddu_ki_gun
16598,9,woman,surprise,2015,guddu_ki_gun
16599,32,woman,angry,2015,guddu_ki_gun
16600,47,man,surprise,2015,guddu_ki_gun
16601,48,woman,surprise,2015,guddu_ki_gun
16603,95,man,happy,2015,guddu_ki_gun
16604,78,woman,fear,2015,guddu_ki_gun
16605,117,woman,surprise,2015,guddu_ki_gun
16606,97,man,surprise,2015,guddu_ki_gun
16607,34,woman,happy,2015,guddu_ki_gun
16608,34,woman,sad,2015,guddu_ki_gun
16609,105,man,happy,2015,guddu_ki_gun
16610,43,woman,surprise,2015,guddu_ki_gun
16612,73,man,surprise,2015,guddu_ki_gun
16613,73,man,surprise,2015,guddu_ki_gun
16614,124,man,surprise,2015,guddu_ki_gun
16615,130,man,happy,2015,guddu_ki_gun
16617,72,man,sad,2015,guddu_ki_gun
16618,23,man,happy,2015,guddu_ki_gun
16620,93,woman,sad,2016,great_grand_masti
16621,122,woman,happy,2016,great_grand_masti
16622,51,woman,fear,2016,great_grand_masti
16623,98,man,sad,2016,great_grand_masti
16624,98,man,fear,2016,great_grand_masti
16625,118,woman,fear,2016,great_grand_masti
16626,111,man,fear,2016,great_grand_masti
16627,111,woman,surprise,2016,great_grand_masti
16628,94,man,angry,2016,great_grand_masti
16629,94,man,sad,2016,great_grand_masti
16630,61,man,happy,2016,great_grand_masti
16631,44,woman,happy,2016,great_grand_masti
16632,4,woman,happy,2016,great_grand_masti
16633,11,man,sad,2016,great_grand_masti
16634,131,woman,happy,2016,great_grand_masti
16635,96,woman,sad,2016,great_grand_masti
16636,88,woman,sad,2016,great_grand_masti
16637,147,woman,angry,2016,great_grand_masti
16638,147,woman,angry,2016,great_grand_masti
16639,154,man,surprise,2016,great_grand_masti
16640,128,man,surprise,2016,great_grand_masti
16641,125,man,sad,2016,great_grand_masti
16642,76,man,happy,2016,great_grand_masti
16643,120,man,happy,2016,great_grand_masti
16644,108,man,angry,2016,great_grand_masti
16645,45,woman,surprise,2016,great_grand_masti
16646,36,man,angry,2016,great_grand_masti
16647,107,man,happy,2016,great_grand_masti
16648,104,woman,sad,2016,great_grand_masti
16649,121,woman,happy,2016,great_grand_masti
16650,90,man,angry,2016,great_grand_masti
16651,142,man,surprise,2016,great_grand_masti
16652,142,woman,surprise,2016,great_grand_masti
16653,142,woman,surprise,2016,great_grand_masti
16654,63,man,sad,2016,great_grand_masti
16656,171,man,happy,2016,great_grand_masti
16657,171,man,fear,2016,great_grand_masti
16658,69,man,happy,2016,great_grand_masti
16659,42,woman,happy,2016,great_grand_masti
16660,89,woman,sad,2016,great_grand_masti
16661,109,man,angry,2016,great_grand_masti
16662,74,man,happy,2016,great_grand_masti
16664,102,man,angry,2016,great_grand_masti
16665,110,man,surprise,2016,great_grand_masti
16666,129,man,fear,2016,great_grand_masti
16667,7,woman,happy,2016,great_grand_masti
16668,77,man,happy,2016,great_grand_masti
16669,146,man,happy,2016,great_grand_masti
16671,87,man,surprise,2016,great_grand_masti
16673,141,woman,sad,2016,great_grand_masti
16674,65,man,happy,2016,great_grand_masti
16675,41,woman,happy,2016,great_grand_masti
16676,153,man,fear,2016,great_grand_masti
16677,119,man,happy,2016,great_grand_masti
16678,113,man,fear,2016,great_grand_masti
16679,113,man,fear,2016,great_grand_masti
16680,123,man,disgust,2016,great_grand_masti
16681,100,man,sad,2016,great_grand_masti
16682,100,man,fear,2016,great_grand_masti
16683,127,man,surprise,2016,great_grand_masti
16684,115,woman,happy,2016,great_grand_masti
16685,95,woman,sad,2016,great_grand_masti
16686,101,man,happy,2016,great_grand_masti
16687,101,man,sad,2016,great_grand_masti
16688,99,man,sad,2016,great_grand_masti
16689,99,man,surprise,2016,great_grand_masti
16690,78,man,surprise,2016,great_grand_masti
16691,117,man,happy,2016,great_grand_masti
16692,117,man,happy,2016,great_grand_masti
16693,97,man,fear,2016,great_grand_masti
16694,105,woman,sad,2016,great_grand_masti
16695,43,man,sad,2016,great_grand_masti
16696,22,man,happy,2016,great_grand_masti
16697,22,man,fear,2016,great_grand_masti
16698,22,man,sad,2016,great_grand_masti
16699,124,man,sad,2016,great_grand_masti
16700,130,man,fear,2016,great_grand_masti
16701,112,man,fear,2016,great_grand_masti
16702,75,man,happy,2016,great_grand_masti
16703,25,man,happy,2016,great_grand_masti
16705,108,man,happy,2016,msg:_the_warrior_lion_heart
16706,35,man,happy,2016,msg:_the_warrior_lion_heart
16707,36,man,happy,2016,msg:_the_warrior_lion_heart
16708,121,man,happy,2016,msg:_the_warrior_lion_heart
16710,175,woman,sad,2016,msg:_the_warrior_lion_heart
16712,159,man,angry,2016,msg:_the_warrior_lion_heart
16714,64,man,fear,2016,msg:_the_warrior_lion_heart
16715,132,man,angry,2015,baahubali
16716,132,man,fear,2015,baahubali
16717,58,woman,angry,2015,baahubali
16718,61,man,angry,2015,baahubali
16719,131,man,angry,2015,baahubali
16720,128,man,angry,2015,baahubali
16721,125,man,angry,2015,baahubali
16722,140,man,angry,2015,baahubali
16723,91,woman,fear,2015,baahubali
16724,36,woman,fear,2015,baahubali
16726,68,man,happy,2015,baahubali
16727,70,man,angry,2015,baahubali
16728,142,man,angry,2015,baahubali
16731,138,man,angry,2015,baahubali
16732,89,man,angry,2015,baahubali
16733,135,man,angry,2015,baahubali
16735,143,man,angry,2015,baahubali
16736,129,man,angry,2015,baahubali
16737,144,man,angry,2015,baahubali
16738,133,man,angry,2015,baahubali
16739,136,man,angry,2015,baahubali
16740,141,man,angry,2015,baahubali
16741,134,man,angry,2015,baahubali
16742,127,man,angry,2015,baahubali
16743,137,man,angry,2015,baahubali
16744,126,man,angry,2015,baahubali
16745,124,man,angry,2015,baahubali
16746,130,man,angry,2015,baahubali
16747,139,man,angry,2015,baahubali
16748,28,man,happy,2016,direct_ishq
16749,51,woman,fear,2016,direct_ishq
16750,60,man,happy,2016,direct_ishq
16751,60,man,fear,2016,direct_ishq
16753,58,man,angry,2016,direct_ishq
16755,128,woman,sad,2016,direct_ishq
16756,30,man,happy,2016,direct_ishq
16757,125,woman,sad,2016,direct_ishq
16758,76,woman,happy,2016,direct_ishq
16759,120,man,happy,2016,direct_ishq
16760,108,woman,happy,2016,direct_ishq
16761,91,man,happy,2016,direct_ishq
16762,59,man,happy,2016,direct_ishq
16765,38,woman,happy,2016,direct_ishq
16767,69,woman,sad,2016,direct_ishq
16768,67,man,angry,2016,direct_ishq
16769,42,man,fear,2016,direct_ishq
16770,138,man,happy,2016,direct_ishq
16771,116,man,fear,2016,direct_ishq
16772,56,woman,happy,2016,direct_ishq
16773,74,woman,happy,2016,direct_ishq
16775,29,man,happy,2016,direct_ishq
16776,129,woman,happy,2016,direct_ishq
16778,66,man,fear,2016,direct_ishq
16779,84,man,sad,2016,direct_ishq
16780,82,man,angry,2016,direct_ishq
16781,81,man,sad,2016,direct_ishq
16782,123,man,angry,2016,direct_ishq
16783,127,woman,angry,2016,direct_ishq
16784,43,man,sad,2016,direct_ishq
16785,43,man,sad,2016,direct_ishq
16786,73,woman,sad,2016,direct_ishq
16787,57,man,fear,2016,direct_ishq
16788,124,woman,sad,2016,direct_ishq
16789,72,woman,happy,2016,direct_ishq
16790,75,woman,happy,2016,direct_ishq
16791,139,man,happy,2016,direct_ishq
16792,80,woman,happy,2016,direct_ishq
16794,111,man,happy,2013,jayantabhai_ki_luv_story
16796,30,woman,sad,2013,jayantabhai_ki_luv_story
16797,125,man,fear,2013,jayantabhai_ki_luv_story
16799,120,man,fear,2013,jayantabhai_ki_luv_story
16801,104,man,happy,2013,jayantabhai_ki_luv_story
16802,104,man,happy,2013,jayantabhai_ki_luv_story
16803,52,woman,sad,2013,jayantabhai_ki_luv_story
16804,68,man,angry,2013,jayantabhai_ki_luv_story
16805,121,man,angry,2013,jayantabhai_ki_luv_story
16806,70,man,sad,2013,jayantabhai_ki_luv_story
16807,90,man,sad,2013,jayantabhai_ki_luv_story
16808,26,man,sad,2013,jayantabhai_ki_luv_story
16809,53,woman,sad,2013,jayantabhai_ki_luv_story
16810,69,woman,angry,2013,jayantabhai_ki_luv_story
16811,67,man,angry,2013,jayantabhai_ki_luv_story
16812,42,woman,happy,2013,jayantabhai_ki_luv_story
16813,89,man,sad,2013,jayantabhai_ki_luv_story
16814,33,woman,sad,2013,jayantabhai_ki_luv_story
16817,102,woman,happy,2013,jayantabhai_ki_luv_story
16818,82,woman,angry,2013,jayantabhai_ki_luv_story
16819,24,man,sad,2013,jayantabhai_ki_luv_story
16821,119,man,fear,2013,jayantabhai_ki_luv_story
16822,119,woman,angry,2013,jayantabhai_ki_luv_story
16823,113,man,happy,2013,jayantabhai_ki_luv_story
16824,123,man,sad,2013,jayantabhai_ki_luv_story
16825,100,woman,happy,2013,jayantabhai_ki_luv_story
16826,78,man,angry,2013,jayantabhai_ki_luv_story
16827,34,woman,sad,2013,jayantabhai_ki_luv_story
16828,43,man,happy,2013,jayantabhai_ki_luv_story
16829,124,man,angry,2013,jayantabhai_ki_luv_story
16830,64,man,angry,2013,jayantabhai_ki_luv_story
16831,112,man,happy,2013,jayantabhai_ki_luv_story
16832,23,man,disgust,2013,jayantabhai_ki_luv_story
16833,18,man,sad,2013,jayantabhai_ki_luv_story
16834,25,woman,angry,2013,jayantabhai_ki_luv_story
16835,80,woman,angry,2013,jayantabhai_ki_luv_story
16838,61,man,angry,2013,meri_dad_ki_maruti
16839,4,man,happy,2013,meri_dad_ki_maruti
16840,11,man,angry,2013,meri_dad_ki_maruti
16841,19,woman,happy,2013,meri_dad_ki_maruti
16842,19,man,happy,2013,meri_dad_ki_maruti
16843,19,man,angry,2013,meri_dad_ki_maruti
16844,2,man,happy,2013,meri_dad_ki_maruti
16845,107,man,sad,2013,meri_dad_ki_maruti
16846,107,man,happy,2013,meri_dad_ki_maruti
16847,107,man,sad,2013,meri_dad_ki_maruti
16848,106,man,sad,2013,meri_dad_ki_maruti
16850,52,man,angry,2013,meri_dad_ki_maruti
16853,42,man,fear,2013,meri_dad_ki_maruti
16854,42,woman,angry,2013,meri_dad_ki_maruti
16856,40,woman,angry,2013,meri_dad_ki_maruti
16857,92,woman,happy,2013,meri_dad_ki_maruti
16858,92,man,fear,2013,meri_dad_ki_maruti
16861,37,woman,surprise,2013,meri_dad_ki_maruti
16863,13,man,surprise,2013,meri_dad_ki_maruti
16865,82,woman,happy,2013,meri_dad_ki_maruti
16866,46,man,angry,2013,meri_dad_ki_maruti
16867,81,man,happy,2013,meri_dad_ki_maruti
16868,9,man,happy,2013,meri_dad_ki_maruti
16870,101,man,sad,2013,meri_dad_ki_maruti
16871,105,man,happy,2013,meri_dad_ki_maruti
16872,43,man,disgust,2013,meri_dad_ki_maruti
16873,21,man,sad,2013,meri_dad_ki_maruti
16874,6,man,angry,2013,meri_dad_ki_maruti
16875,73,woman,angry,2013,meri_dad_ki_maruti
16877,75,man,sad,2013,meri_dad_ki_maruti
16878,18,woman,happy,2013,meri_dad_ki_maruti
16879,18,woman,happy,2013,meri_dad_ki_maruti
16880,18,man,sad,2013,meri_dad_ki_maruti
16881,60,woman,sad,2011,rockstar
16882,61,man,disgust,2011,rockstar
16883,44,man,happy,2011,rockstar
16884,96,man,angry,2011,rockstar
16885,20,woman,sad,2011,rockstar
16886,71,woman,sad,2011,rockstar
16888,15,woman,sad,2011,rockstar
16889,125,woman,angry,2011,rockstar
16890,19,woman,sad,2011,rockstar
16892,45,woman,sad,2011,rockstar
16893,55,man,sad,2011,rockstar
16896,68,woman,sad,2011,rockstar
16897,70,woman,sad,2011,rockstar
16898,26,man,sad,2011,rockstar
16899,8,man,happy,2011,rockstar
16900,69,woman,happy,2011,rockstar
16901,42,woman,fear,2011,rockstar
16902,40,man,sad,2011,rockstar
16904,110,man,angry,2011,rockstar
16905,110,man,sad,2011,rockstar
16906,110,man,happy,2011,rockstar
16907,151,man,sad,2011,rockstar
16909,7,man,angry,2011,rockstar
16910,7,man,happy,2011,rockstar
16911,82,man,sad,2011,rockstar
16912,46,man,happy,2011,rockstar
16913,17,woman,sad,2011,rockstar
16914,41,man,sad,2011,rockstar
16915,10,man,happy,2011,rockstar
16916,134,man,sad,2011,rockstar
16917,81,man,happy,2011,rockstar
16918,113,man,angry,2011,rockstar
16919,9,man,happy,2011,rockstar
16920,47,man,happy,2011,rockstar
16921,48,man,fear,2011,rockstar
16922,115,man,sad,2011,rockstar
16923,95,man,sad,2011,rockstar
16924,97,man,angry,2011,rockstar
16925,112,man,angry,2011,rockstar
16926,112,woman,happy,2011,rockstar
16927,72,woman,happy,2011,rockstar
16928,139,woman,sad,2011,rockstar
16929,25,man,sad,2011,rockstar
16930,28,man,happy,2013,matru_ki_bijlee_ka_mandola
16931,30,man,happy,2013,matru_ki_bijlee_ka_mandola
16932,45,woman,sad,2013,matru_ki_bijlee_ka_mandola
16934,26,man,happy,2013,matru_ki_bijlee_ka_mandola
16935,49,man,sad,2013,matru_ki_bijlee_ka_mandola
16936,116,man,angry,2013,matru_ki_bijlee_ka_mandola
16937,92,man,sad,2013,matru_ki_bijlee_ka_mandola
16939,24,woman,happy,2013,matru_ki_bijlee_ka_mandola
16940,46,man,sad,2013,matru_ki_bijlee_ka_mandola
16941,81,woman,sad,2013,matru_ki_bijlee_ka_mandola
16942,81,man,fear,2013,matru_ki_bijlee_ka_mandola
16943,123,woman,surprise,2013,matru_ki_bijlee_ka_mandola
16944,32,man,happy,2013,matru_ki_bijlee_ka_mandola
16945,47,man,sad,2013,matru_ki_bijlee_ka_mandola
16946,48,man,sad,2013,matru_ki_bijlee_ka_mandola
16948,124,man,surprise,2013,matru_ki_bijlee_ka_mandola
16950,23,woman,sad,2013,matru_ki_bijlee_ka_mandola
16951,25,man,happy,2013,matru_ki_bijlee_ka_mandola
16952,31,man,happy,2013,matru_ki_bijlee_ka_mandola
16953,93,man,fear,2011,delhi_belly
16955,93,man,sad,2011,delhi_belly
16957,85,woman,happy,2011,delhi_belly
16960,3,man,angry,2011,delhi_belly
16962,3,man,fear,2011,delhi_belly
16963,20,woman,surprise,2011,delhi_belly
16964,71,woman,happy,2011,delhi_belly
16965,15,man,sad,2011,delhi_belly
16967,86,woman,happy,2011,delhi_belly
16969,36,woman,happy,2011,delhi_belly
16970,59,man,sad,2011,delhi_belly
16972,52,man,angry,2011,delhi_belly
16973,12,woman,sad,2011,delhi_belly
16974,8,woman,happy,2011,delhi_belly
16976,103,man,angry,2011,delhi_belly
16978,56,man,happy,2011,delhi_belly
16979,102,man,angry,2011,delhi_belly
16982,1,man,sad,2011,delhi_belly
16984,7,woman,happy,2011,delhi_belly
16986,24,man,fear,2011,delhi_belly
16987,0,man,fear,2011,delhi_belly
16989,81,man,fear,2011,delhi_belly
16990,50,woman,surprise,2011,delhi_belly
16991,50,woman,surprise,2011,delhi_belly
16992,9,man,sad,2011,delhi_belly
16994,95,man,angry,2011,delhi_belly
16995,101,man,happy,2011,delhi_belly
16998,21,woman,sad,2011,delhi_belly
16999,22,man,happy,2011,delhi_belly
17000,6,woman,sad,2011,delhi_belly
17003,5,man,angry,2011,delhi_belly
17005,18,man,fear,2011,delhi_belly
17006,18,woman,happy,2011,delhi_belly
17007,25,woman,disgust,2011,delhi_belly
17008,31,man,sad,2011,delhi_belly
17009,93,woman,angry,2010,kites
17010,14,man,angry,2010,kites
17012,94,woman,sad,2010,kites
17013,44,woman,angry,2010,kites
17014,131,man,fear,2010,kites
17015,96,man,angry,2010,kites
17016,96,man,sad,2010,kites
17018,128,man,happy,2010,kites
17020,15,man,happy,2010,kites
17021,12,man,happy,2010,kites
17022,74,man,fear,2010,kites
17023,129,man,happy,2010,kites
17024,37,man,angry,2010,kites
17026,82,man,surprise,2010,kites
17027,24,man,fear,2010,kites
17028,16,man,happy,2010,kites
17029,81,man,sad,2010,kites
17030,32,man,angry,2010,kites
17031,127,man,happy,2010,kites
17033,34,man,sad,2010,kites
17034,130,man,fear,2010,kites
17035,72,man,angry,2010,kites
17037,80,woman,sad,2010,kites
17038,93,woman,angry,2016,waiting
17039,85,woman,fear,2016,waiting
17040,62,woman,happy,2016,waiting
17041,94,woman,fear,2016,waiting
17042,61,woman,sad,2016,waiting
17043,20,woman,fear,2016,waiting
17044,19,woman,sad,2016,waiting
17045,76,woman,happy,2016,waiting
17046,86,woman,fear,2016,waiting
17047,45,man,sad,2016,waiting
17048,35,woman,fear,2016,waiting
17049,36,man,sad,2016,waiting
17050,59,woman,happy,2016,waiting
17051,68,woman,happy,2016,waiting
17052,49,man,sad,2016,waiting
17053,69,woman,happy,2016,waiting
17054,67,woman,happy,2016,waiting
17055,109,woman,fear,2016,waiting
17056,84,woman,sad,2016,waiting
17057,13,man,sad,2016,waiting
17058,82,woman,sad,2016,waiting
17059,24,man,happy,2016,waiting
17060,46,man,angry,2016,waiting
17061,10,man,fear,2016,waiting
17062,81,woman,sad,2016,waiting
17064,97,man,happy,2016,waiting
17065,21,man,angry,2016,waiting
17067,5,man,sad,2016,waiting
17068,23,woman,fear,2016,waiting
17069,31,woman,sad,2016,waiting
17070,14,man,fear,2017,tubelight
17071,14,man,happy,2017,tubelight
17073,14,man,angry,2017,tubelight
17074,14,woman,angry,2017,tubelight
17075,51,man,disgust,2017,tubelight
17076,118,woman,fear,2017,tubelight
17077,58,man,happy,2017,tubelight
17078,20,man,happy,2017,tubelight
17079,20,man,fear,2017,tubelight
17080,15,man,happy,2017,tubelight
17081,15,man,fear,2017,tubelight
17082,15,woman,angry,2017,tubelight
17083,140,man,sad,2017,tubelight
17084,59,woman,sad,2017,tubelight
17085,104,man,angry,2017,tubelight
17086,52,man,sad,2017,tubelight
17087,68,man,happy,2017,tubelight
17089,142,man,sad,2017,tubelight
17090,42,man,angry,2017,tubelight
17091,54,man,happy,2017,tubelight
17092,138,man,sad,2017,tubelight
17093,56,man,happy,2017,tubelight
17094,110,man,angry,2017,tubelight
17095,82,man,angry,2017,tubelight
17096,141,man,sad,2017,tubelight
17097,16,woman,happy,2017,tubelight
17098,16,woman,angry,2017,tubelight
17099,17,man,happy,2017,tubelight
17100,81,man,angry,2017,tubelight
17101,100,man,angry,2017,tubelight
17102,78,man,sad,2017,tubelight
17103,22,man,happy,2017,tubelight
17105,22,man,happy,2017,tubelight
17106,73,man,angry,2017,tubelight
17107,130,man,angry,2017,tubelight
17108,79,man,angry,2017,tubelight
17109,139,man,sad,2017,tubelight
17110,80,man,angry,2017,tubelight
17111,80,man,sad,2017,tubelight
17112,98,man,angry,2010,housefull
17113,60,man,angry,2010,housefull
17115,58,man,angry,2010,housefull
17116,44,man,happy,2010,housefull
17117,96,man,fear,2010,housefull
17118,71,woman,happy,2010,housefull
17119,71,man,fear,2010,housefull
17120,71,woman,happy,2010,housefull
17121,15,woman,surprise,2010,housefull
17122,19,man,happy,2010,housefull
17123,59,man,angry,2010,housefull
17124,90,woman,happy,2010,housefull
17125,26,man,happy,2010,housefull
17126,26,man,surprise,2010,housefull
17127,12,woman,happy,2010,housefull
17128,8,woman,angry,2010,housefull
17129,63,man,fear,2010,housefull
17130,33,man,happy,2010,housefull
17131,74,man,angry,2010,housefull
17132,77,man,surprise,2010,housefull
17133,24,man,surprise,2010,housefull
17134,24,man,disgust,2010,housefull
17135,16,woman,surprise,2010,housefull
17136,17,man,happy,2010,housefull
17137,113,woman,sad,2010,housefull
17138,9,woman,angry,2010,housefull
17139,32,man,happy,2010,housefull
17140,97,man,fear,2010,housefull
17141,43,woman,happy,2010,housefull
17142,22,man,happy,2010,housefull
17143,22,man,sad,2010,housefull
17146,23,woman,happy,2010,housefull
17147,23,man,angry,2010,housefull
17148,25,man,surprise,2010,housefull
17149,25,man,sad,2010,housefull
17150,60,woman,sad,2011,tanu_weds_manu
17151,111,man,sad,2011,tanu_weds_manu
17152,58,man,surprise,2011,tanu_weds_manu
17153,128,man,happy,2011,tanu_weds_manu
17154,71,man,sad,2011,tanu_weds_manu
17155,125,man,sad,2011,tanu_weds_manu
17156,76,man,sad,2011,tanu_weds_manu
17157,120,man,sad,2011,tanu_weds_manu
17158,149,man,happy,2011,tanu_weds_manu
17159,45,man,happy,2011,tanu_weds_manu
17160,55,man,happy,2011,tanu_weds_manu
17162,104,man,surprise,2011,tanu_weds_manu
17163,52,woman,sad,2011,tanu_weds_manu
17164,150,man,happy,2011,tanu_weds_manu
17165,53,man,surprise,2011,tanu_weds_manu
17166,42,man,happy,2011,tanu_weds_manu
17167,103,man,happy,2011,tanu_weds_manu
17168,54,man,sad,2011,tanu_weds_manu
17169,40,woman,happy,2011,tanu_weds_manu
17171,110,man,sad,2011,tanu_weds_manu
17172,133,man,happy,2011,tanu_weds_manu
17173,146,man,happy,2011,tanu_weds_manu
17174,113,man,angry,2011,tanu_weds_manu
17175,113,man,angry,2011,tanu_weds_manu
17176,123,woman,sad,2011,tanu_weds_manu
17177,148,man,sad,2011,tanu_weds_manu
17178,137,woman,sad,2011,tanu_weds_manu
17179,78,man,fear,2011,tanu_weds_manu
17180,105,man,happy,2011,tanu_weds_manu
17181,114,man,angry,2011,tanu_weds_manu
17182,22,man,angry,2011,tanu_weds_manu
17183,57,man,sad,2011,tanu_weds_manu
17184,75,man,fear,2011,tanu_weds_manu
17185,122,man,angry,2016,fitoor
17186,62,man,angry,2016,fitoor
17187,118,woman,surprise,2016,fitoor
17188,132,woman,surprise,2016,fitoor
17189,94,woman,sad,2016,fitoor
17190,131,woman,surprise,2016,fitoor
17191,154,man,angry,2016,fitoor
17192,71,woman,sad,2016,fitoor
17193,120,woman,fear,2016,fitoor
17195,104,woman,fear,2016,fitoor
17196,106,woman,sad,2016,fitoor
17197,121,man,angry,2016,fitoor
17198,121,woman,surprise,2016,fitoor
17200,145,woman,sad,2016,fitoor
17201,49,woman,angry,2016,fitoor
17202,103,woman,sad,2016,fitoor
17203,54,woman,angry,2016,fitoor
17204,138,man,happy,2016,fitoor
17205,89,woman,sad,2016,fitoor
17206,74,woman,happy,2016,fitoor
17208,110,woman,angry,2016,fitoor
17209,136,man,happy,2016,fitoor
17210,146,man,sad,2016,fitoor
17211,46,woman,happy,2016,fitoor
17212,123,man,sad,2016,fitoor
17213,100,woman,surprise,2016,fitoor
17214,127,man,sad,2016,fitoor
17215,157,man,fear,2016,fitoor
17216,47,woman,fear,2016,fitoor
17217,47,man,angry,2016,fitoor
17218,137,man,happy,2016,fitoor
17219,95,woman,sad,2016,fitoor
17220,99,man,sad,2016,fitoor
17221,105,woman,sad,2016,fitoor
17222,43,woman,sad,2016,fitoor
17224,130,man,angry,2016,fitoor
17225,139,woman,sad,2016,fitoor
17226,98,woman,sad,2014,mardaani
17227,118,man,angry,2014,mardaani
17228,118,man,sad,2014,mardaani
17232,19,man,angry,2014,mardaani
17233,120,woman,fear,2014,mardaani
17235,120,woman,fear,2014,mardaani
17236,86,man,happy,2014,mardaani
17237,36,man,surprise,2014,mardaani
17238,121,woman,angry,2014,mardaani
17247,74,man,angry,2014,mardaani
17249,82,woman,fear,2014,mardaani
17251,50,man,fear,2014,mardaani
17252,113,woman,fear,2014,mardaani
17253,99,woman,sad,2014,mardaani
17258,72,woman,sad,2014,mardaani
17259,51,man,sad,2014,desi_kattey
17260,118,man,sad,2014,desi_kattey
17261,131,man,happy,2014,desi_kattey
17262,128,man,sad,2014,desi_kattey
17263,128,man,happy,2014,desi_kattey
